index,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images,City
784,SS The Leaf,2 BHK Flat for rent in Sector 85 Gurgaon,Sector 85 Gurgaon,Super Built-up Area,40000.0,1640,2,2,3.9,28.403652,76.9531428,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Gurgaon
786,DLF The Valley,3 BHK Flat for rent in Sector 3 Panchkula,Sector 3 Panchkula,Built-up Area,25000.0,1750,3,4,3.5,30.6887782,76.8706895,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Panchkula
787,ATS Marigold,3 BHK Flat for rent in Sector 89 A Gurgaon,Sector 89 A Gurgaon,Super Built-up Area,30000.0,1750,3,3,0.0,28.4184455,76.9457567,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
788,M3M Skywalk,3 BHK Flat for rent in Sector 74 Gurgaon,Sector 74 Gurgaon,Super Built-up Area,65000.0,2000,3,3,0.0,28.41127625,77.01066904675434,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
790,Radiant Sapphire,"2 BHK Flat for rent in Ulwe, Navi Mumbai","Ulwe, Navi Mumbai",Carpet Area,25000.0,420,2,2,0.0,18.97686135,73.0201311109118,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
792,West End Chandivali,"3 BHK Flat for rent in Chandivali, Mumbai","Chandivali, Mumbai",Super Built-up Area,85000.0,1700,3,3,0.0,19.1091482,72.8945793,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
794,Mutha Kamdhenu Siddh,"3 BHK Flat for rent in Kothrud, Pune","Kothrud, Pune",Carpet Area,45000.0,1250,3,3,0.0,18.5038889,73.807673,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Pune
797,Konark Kinara,"2 BHK Flat for rent in Kalyani Nagar, Pune","Kalyani Nagar, Pune",Super Built-up Area,35000.0,875,2,2,0.0,18.5481382,73.9025513,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Pune
798,Vatika City,3 BHK Flat for rent in Sector 49 Gurgaon,Sector 49 Gurgaon,Super Built-up Area,56000.0,1666,3,3,4.0,28.4128851,77.0498362,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
799,Vatika City,4 BHK Flat for rent in Sector 49 Gurgaon,Sector 49 Gurgaon,Super Built-up Area,86500.0,2661,4,5,4.0,28.4128851,77.0498362,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
802,Kanakia Silicon Valley,"2 BHK Flat for rent in Powai, Mumbai","Powai, Mumbai",Carpet Area,95000.0,822,2,2,0.0,19.1187195,72.9073476,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://imagecdn.99acres.com/media1/23607/2/472142358M-1707358426416.jpg', 'https://imagecdn.99acres.com/media1/23607/2/472142756M-1707359477644.jpg', 'https://imagecdn.99acres.com/media1/23607/2/472142758M-1707359477626.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Mumbai
803,Marvel Enigma,"3 BHK Flat for rent in Kharadi, Pune","Kharadi, Pune",Super Built-up Area,64000.0,2200,3,4,3.6,18.5512763,73.9416575,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23602/5/472045474M-1707308795208.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Pune
806,Independent Floors at DLF City Phase 4,"3 BHK Independent Builder Floor for rent in DLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",Super Built-up Area,80000.0,2350,3,3,0.0,28.50344495,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
807,"Sector 57, Gurgaon",3 BHK Independent Builder Floor for rent in Sector 57 Gurgaon,Sector 57 Gurgaon,Carpet Area,41000.0,2700,3,3,0.0,28.4232478,77.0804487,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
809,Lodha Upper Thane,"2 BHK Flat for rent in Anjurdive, Thane","Anjurdive, Thane",Carpet Area,15000.0,558,2,2,3.8,19.1943294,72.9701779,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
810,Gaur City 7th Avenue,2 BHK Flat for rent in Greater Noida West,Greater Noida West,Super Built-up Area,21500.0,1075,2,2,0.0,28.5642539,77.4739447,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
811,Gaur City 7th Avenue,2 BHK Flat for rent in Greater Noida West,Greater Noida West,Super Built-up Area,22000.0,1075,2,2,0.0,28.5642539,77.4739447,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
813,"DLF Phase 1, Gurgaon","4 Bedroom House for rent in DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",Plot Area,76000.0,2000,4,4,0.0,28.4714278,77.0939848,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
814,Central Park 2 Bellevue,3 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Super Built-up Area,58000.0,2550,3,5,0.0,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
815,Aurum Q Residences,"1 BHK Flat for rent in Ghansoli, Navi Mumbai","Ghansoli, Navi Mumbai",Carpet Area,40000.0,435,1,1,0.0,19.1193307,72.9995096,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Navi Mumbai
816,in request,"2 BHK Flat for rent in Sector 8 Ghansoli, Navi Mumbai","Sector 8 Ghansoli, Navi Mumbai",Carpet Area,50000.0,688,2,2,0.0,19.12024585,72.99595292715398,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Navi Mumbai
817,Gami Reagan,"2 BHK Flat for rent in Ghansoli, Navi Mumbai","Ghansoli, Navi Mumbai",Carpet Area,50000.0,452,2,2,0.0,19.1193307,72.9995096,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Navi Mumbai
818,"Sector 15 Part 2, Gurgaon","3 BHK Independent Builder Floor for rent in Sector 15 Part 2, Gurgaon","Sector 15 Part 2, Gurgaon",Super Built-up Area,60000.0,1700,3,3,0.0,28.4646148,77.0299194,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
820,Central Park Flower Valley Clover Floors,"4 BHK Independent Builder Floor for rent in Sohna, Gurgaon","Sohna, Gurgaon",Carpet Area,50000.0,1690,4,4,0.0,28.3241636,77.08486438023044,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
822,ATS Marigold,3 BHK Flat for rent in Sector 89 A Gurgaon,Sector 89 A Gurgaon,Super Built-up Area,35000.0,2150,3,4,0.0,28.4184455,76.9457567,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
823,Eldeco Inspire,3 BHK Flat for rent in Sector 119 Noida,Sector 119 Noida,Super Built-up Area,35000.0,1763,3,4,3.8,28.5577363,77.3234575,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
824,BPTP Park Prime,4 BHK Flat for rent in Sector 66 Gurgaon,Sector 66 Gurgaon,Super Built-up Area,86000.0,3000,4,5,3.9,28.3974292,77.0538823,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Gurgaon
827,Prestige Finsbury Park Regent,"3 BHK Flat for rent in Bagalur, Bangalore North","Bagalur, Bangalore North",Super Built-up Area,30000.0,1224,3,2,0.0,13.0079918,77.6184726,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23913/1/478261384T-1709816501567.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
838,Lodha Palava Lakeshore Green,"2 BHK Flat for rent in Dombivli East, Thane","Dombivli East, Thane",Carpet Area,13000.0,734,2,2,0.0,19.2111814,73.091129,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
839,Mantri Serenity,"3 BHK Flat for rent in Kanakapura Road, Bangalore South","Kanakapura Road, Bangalore South",Super Built-up Area,80000.0,2080,3,6,4.0,12.9341069,77.5752932,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
840,Prestige Finsbury Park regent,"3 BHK Flat for rent in Bagalur, Bangalore North","Bagalur, Bangalore North",Super Built-up Area,30000.0,1226,3,2,0.0,13.0079918,77.6184726,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
842,Mantri Tranquil,"3 BHK Flat for rent in Kanakapura Road, Bangalore South","Kanakapura Road, Bangalore South",Super Built-up Area,45000.0,1745,3,3,4.0,12.9341069,77.5752932,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
843,Regency Gardens,"4 BHK Flat for rent in Sector 6 Kharghar, Navi Mumbai","Sector 6 Kharghar, Navi Mumbai",Super Built-up Area,76000.0,2355,4,4,0.0,19.0785451,72.878176,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Navi Mumbai
848,Emaar MGF The Palm Drive,2 BHK Flat for rent in Sector 66 Gurgaon,Sector 66 Gurgaon,Super Built-up Area,54000.0,1187,2,2,4.1,28.3974292,77.0538823,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
849,Emaar MGF The Palm Drive,3 BHK Flat for rent in Sector 66 Gurgaon,Sector 66 Gurgaon,Super Built-up Area,75000.0,1950,3,3,4.1,28.3974292,77.0538823,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
850,Emaar Emerald Hills,4 BHK Independent Builder Floor for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Super Built-up Area,100000.0,2400,4,3,4.2,28.4042354,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
851,Today Global Callisto,"3 BHK Flat for rent in Sector 17 Ulwe, Navi Mumbai","Sector 17 Ulwe, Navi Mumbai",Carpet Area,30000.0,900,3,3,0.0,19.0785451,72.878176,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Navi Mumbai
852,Prestige Acropolis,"3 BHK Flat for rent in Chikku Lakshmaiah Layout, Bangalore South","Chikku Lakshmaiah Layout, Bangalore South",Super Built-up Area,100000.0,2292,3,4,3.9,12.9350706,77.6116041,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23816/19/476339650T-1709106934306.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
853,Prestige Acropolis,"3 BHK Flat for rent in Koramangala, Bangalore South","Koramangala, Bangalore South",Super Built-up Area,100000.0,2292,3,3,0.0,12.9340114,77.6222304,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23775/4/475504376M-1708740517893.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
854,Central Park 2 Bellevue,3 BHK Flat for rent in Sector 48 Gurgaon,Sector 48 Gurgaon,Super Built-up Area,70900.0,2350,3,3,0.0,28.4104903,77.0394627,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
860,DLF The Primus,3 BHK Flat for rent in Sector 82A Gurgaon,Sector 82A Gurgaon,Super Built-up Area,48000.0,1799,3,3,3.9,28.3858766,76.9639317,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
861,Vaishnavi Nakshatra,"3 BHK Flat for rent in Yeshwanthpur, Bangalore North","Yeshwanthpur, Bangalore North",Super Built-up Area,50000.0,1699,3,3,4.1,13.01877435,77.55529309486964,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
862,Ghs 93,4 BHK Flat for rent in Sector 20 Panchkula,Sector 20 Panchkula,Carpet Area,25000.0,2200,4,3,0.0,30.66556345,76.85725564407956,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Panchkula
863,TDI Kingsbury Apartments,"2 BHK Flat for rent in Kundli, Sonipat","Kundli, Sonipat",Super Built-up Area,12500.0,1264,2,2,3.4,28.8696747,77.1198167,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Sonipat
864,Gaur City 7th Avenue,2 BHK Flat for rent in Greater Noida West,Greater Noida West,Super Built-up Area,21000.0,1075,2,2,0.0,28.5642539,77.4739447,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
865,On requst,"2 BHK Flat for rent in Sector 16 Sanpada, Navi Mumbai","Sector 16 Sanpada, Navi Mumbai",Super Built-up Area,65000.0,2000,2,2,0.0,19.0595341,73.0043853710695,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']",Navi Mumbai
869,Divyasree Elan,"3 BHK Flat for rent in Sarjapur, Bangalore East","Sarjapur, Bangalore East",Carpet Area,75000.0,1850,3,3,0.0,12.893926,77.70800086028441,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
870,"Sector 1 HSR Layout, Bangalore South","2 BHK Independent Builder Floor for rent in Sector 1 HSR Layout, Bangalore South","Sector 1 HSR Layout, Bangalore South",Carpet Area,30000.0,1000,2,2,0.0,12.9157227,77.649014,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
872,Express Garden,"3 BHK Flat for rent in Vaibhav Khand, Ghaziabad","Vaibhav Khand, Ghaziabad",Super Built-up Area,35000.0,1650,3,3,3.8,28.6373636,77.3615746111807,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Ghaziabad
873,Crown Thane Lodha  Quality Homes,"1 BHK Flat for rent in Majiwada, Thane","Majiwada, Thane",Carpet Area,19001.0,318,1,1,0.0,19.2130251,72.9784852,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
874,"Sector 6 HSR Layout, Bangalore South","3 BHK Independent Builder Floor for rent in Sector 6 HSR Layout, Bangalore South","Sector 6 HSR Layout, Bangalore South",Carpet Area,65000.0,1600,3,3,0.0,12.9143405,77.631707,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
875,Lodha Splendora,"2 BHK Flat for rent in Ghodbunder Road, Thane","Ghodbunder Road, Thane",Carpet Area,32000.0,743,2,2,4.2,19.2945287,72.8899266,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Thane
876,SJR Blue Waters,"2 BHK Flat for rent in Hosa Road, Bangalore South","Hosa Road, Bangalore South",Super Built-up Area,52000.0,1189,2,2,3.5,12.8752949,77.6704628,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
877,"Shakti Khand 3, Ghaziabad","3 BHK Independent Builder Floor for rent in Shakti Khand 3, Ghaziabad","Shakti Khand 3, Ghaziabad",Carpet Area,30000.0,1076,3,2,0.0,28.6711527,77.4120356,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://imagecdn.99acres.com/media1/23814/16/476296478M-1709100747643.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296436M-1709100730200.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296398M-1709100706493.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296402M-1709100706904.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296392M-1709100733639.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296414M-1709100708778.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296484M-1709100782910.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296410M-1709100708580.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296468M-1709100731575.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296380M-1709100732110.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296490M-1709100747208.jpg', 'https://imagecdn.99acres.com/media1/23814/16/476296486M-1709100743091.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Ghaziabad
878,Express Garden,"3 BHK Flat for rent in Vaibhav Khand, Ghaziabad","Vaibhav Khand, Ghaziabad",Super Built-up Area,30000.0,1460,3,2,3.8,28.6373636,77.3615746111807,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23536/19/470739260M-1708587102984.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Ghaziabad
880,ISPAT RESIDENCY,"3 BHK Flat for rent in Argora, Ranchi","Argora, Ranchi",Carpet Area,27500.0,1380,3,3,0.0,23.3510901,85.3242863,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Ranchi
