index,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images,City
2134,"Malviya Nagar, South Delhi","3 BHK Independent Builder Floor for rent in Malviya Nagar, South Delhi","Malviya Nagar, South Delhi",Super Built-up Area,45500.0,1160,3,3,0.0,28.5339201,77.2124474,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
2135,M Block RWA,"3 BHK Independent Builder Floor for rent in Saket, South Delhi","Saket, South Delhi",Super Built-up Area,65000.0,1950,3,3,4.0,28.5244107,77.2137253,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
2136,"Geetanjali Enclave, South Delhi","2 BHK Independent Builder Floor for rent in Geetanjali Enclave, South Delhi","Geetanjali Enclave, South Delhi",Super Built-up Area,51800.0,1500,2,2,0.0,28.5303586,77.2020662,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
2137,"Malviya Nagar, South Delhi","2 BHK Independent Builder Floor for rent in Malviya Nagar, South Delhi","Malviya Nagar, South Delhi",Super Built-up Area,35500.0,980,2,2,0.0,28.5339201,77.2124474,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",South Delhi
2138,Ferns City,"4 Bedroom House for rent in Dodda Nekkundi, Bangalore East","Dodda Nekkundi, Bangalore East",Plot Area,100000.0,4000,4,4,0.0,12.96577205,77.70809738675412,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Bangalore
2139,Supertech Supernova,3 BHK Flat for rent in Sector 94 Noida,Sector 94 Noida,Super Built-up Area,80000.0,2105,3,3,4.1,28.5510172,77.32375904907622,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
2140,Gulshan Vivante,4 BHK Flat for rent in Sector 137 Noida,Sector 137 Noida,Carpet Area,55000.0,2600,4,4,3.9,28.5091263,77.40949057549227,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
2141,Gulshan Vivante,3 BHK Flat for rent in Sector 137 Noida,Sector 137 Noida,Super Built-up Area,40000.0,2190,3,4,3.9,28.5091263,77.40949057549227,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
2144,Grand Ajnara Heritage,3 BHK Flat for rent in Sector 74 Noida,Sector 74 Noida,Super Built-up Area,31000.0,1440,3,2,4.0,28.5736275,77.39169737882301,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Noida
2150,Puri Emerald Bay,2 BHK Flat for rent in Sector 104 Gurgaon,Sector 104 Gurgaon,Super Built-up Area,40000.0,1550,2,2,3.7,28.4795324,76.9937197,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']",Gurgaon
