,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images
349,Goldcraft CHS,"3 BHK Flat for rent in Hiranandani Estate, Thane","Hiranandani Estate, Thane",Carpet Area,"55,000 ","1,020",3,3,0,19.2570093,72.98392629891234,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
350,sukanta nagar sector 4,"2 BHK Flat for rent in Chingrighata , Kolkata East","Chingrighata , Kolkata East",Carpet Area,"11,300 ",500,2,1,0,12.2527495,0.8736106,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
351,DLF Builder Floors,"4 BHK Independent Builder Floor for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Super Built-up Area,1.3 Lac ,"2,791",4,5,0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
352,Gami Vivaan,"3 BHK Flat for rent in Koperkhairane, Navi Mumbai","Koperkhairane, Navi Mumbai",Carpet Area,"75,000 ",717,3,3,0,19.09720145,72.99814974947095,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23689/9/473789308M-1708008274072.jpg', 'https://imagecdn.99acres.com/media1/23689/9/473789320M-1708008274905.jpg', 'https://imagecdn.99acres.com/media1/23689/9/473789326M-1708008299905.jpg', 'https://imagecdn.99acres.com/media1/23689/9/473789334M-1708008299760.jpg', 'https://imagecdn.99acres.com/media1/23689/9/473789312M-1708008274444.jpg', 'https://imagecdn.99acres.com/media1/23689/9/473789330M-1708008299856.jpg', 'https://imagecdn.99acres.com/media1/23689/9/473789316M-1708008274870.jpg', 'https://imagecdn.99acres.com/media1/23689/9/473789324M-1708008275029.jpg', 'https://imagecdn.99acres.com/media1/23689/9/473789314M-1708008274772.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
353,Unitech South City Heights,5 Bedroom House for rent in Sector 41 Gurgaon,Sector 41 Gurgaon,Plot Area,2 Lac ,"3,240",5,5,0,28.4569188,77.0646046,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23674/0/473480912M-1707907333779.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
354,Pinnacle Towers,"3 BHK Flat for rent in Abhay Khand 1, Ghaziabad","Abhay Khand 1, Ghaziabad",Super Built-up Area,"45,000 ","1,550",3,3,0,28.6711527,77.4120356,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
355,Runwal Bliss,"2 BHK Flat for rent in Kanjurmarg East, Mumbai","Kanjurmarg East, Mumbai",Carpet Area,"55,000 ",723,2,2,0,19.1378308,72.9361964,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
356,Siddharth Geetanjali Sujay,"3 BHK Flat for rent in Sector 34C Kharghar, Navi Mumbai","Sector 34C Kharghar, Navi Mumbai",Super Built-up Area,"56,500 ","1,615",3,3,0,19.0785451,72.878176,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
357,Lodha Upper Thane,"1 BHK Flat for rent in Anjurdive, Thane","Anjurdive, Thane",Carpet Area,"11,000 ",457,1,2,3.8,19.1943294,72.9701779,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
358,Lodha Upper Thane,"2 BHK Flat for rent in Anjurdive, Thane","Anjurdive, Thane",Carpet Area,"13,000 ",530,2,2,3.8,19.1943294,72.9701779,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
359,ABA Cleo Gold,4 BHK Flat for rent in sector 121 Noida,sector 121 Noida,Super Built-up Area,1.45 Lac ,"4,445",4,4,0,28.5577363,77.3234575,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
360,"Anand Vihar, Jaipur","2 BHK Independent Builder Floor for rent in Anand Vihar, Jaipur","Anand Vihar, Jaipur",Carpet Area,"20,000 ","15,000",2,3,0,26.898752,75.7521992,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
361,Birla Farm,"3 BHK Independent Builder Floor for rent in Chattarpur Enclave, South Delhi","Chattarpur Enclave, South Delhi",Carpet Area,"30,000 ","1,250",3,2,0,28.50357115,77.18845114999999,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
362,Kanakia Silicon Valley,"2 BHK Flat for rent in Powai, Mumbai","Powai, Mumbai",Carpet Area,"66,000 ",668,2,2,0,19.1187195,72.9073476,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
363,MADHAV   APARTMENT POWAI,"2 BHK Flat for rent in Powai, Mumbai","Powai, Mumbai",Super Built-up Area,"46,000 ",800,2,2,0,19.1187195,72.9073476,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
364,Bharatiya City Nikoo Homes,"3 BHK Flat for rent in Thanisandra, Bangalore North","Thanisandra, Bangalore North",Super Built-up Area,"55,000 ","1,265",3,2,0,13.0400244,77.6242189,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
365,DLF Regal Gardens,3 BHK Flat for rent in Sector 90 Gurgaon,Sector 90 Gurgaon,Super Built-up Area,"45,000 ","1,818",3,3,3.9,28.4069974,76.9365562,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
366,Huda Flats,4 BHK Independent Builder Floor for rent in Sector 57 Gurgaon,Sector 57 Gurgaon,Carpet Area,"80,000 ","2,650",4,4,0,28.4232478,77.0804487,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
367,UNIWORLD CITY,"2 BHK Flat for rent in NEW TOWN, North 24 Parganas","NEW TOWN, North 24 Parganas",Carpet Area,"40,000 ","1,000",2,2,0,22.5882834,88.4734476,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
368,"Rajni Khand, Lucknow","3 BHK Independent Builder Floor for rent in Rajni Khand, Lucknow","Rajni Khand, Lucknow",Carpet Area,"85,000 ","3,013",3,3,0,26.8381,80.9346001,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
369,"Dharamkot, Dharamsala","1 Bedroom House for rent in Dharamkot, Dharamsala","Dharamkot, Dharamsala",Plot Area,"50,000 ","4,000",1,1,0,32.250375,76.3076265,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
370,"Sector 43, Gurgaon",4 BHK Independent Builder Floor for rent in Sector 43 Gurgaon,Sector 43 Gurgaon,Carpet Area,"99,000 ","1,935",4,4,0,28.4548735,77.0858864,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
371,Gaur City Center,Studio Apartments / 1 RK Flats for rent in Greater Noida West,Greater Noida West,Super Built-up Area,"28,000 ",540,1,1,0,28.5642539,77.4739447,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
372,"Block-A, DLF City Phase 1, Gurgaon","4 BHK Independent Builder Floor for rent in Block-A, DLF City Phase 1, Gurgaon","Block-A, DLF City Phase 1, Gurgaon",Super Built-up Area,1.75 Lac ,"2,300",4,4,0,28.42826235,77.00270014657752,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
373,j block,"Studio Apartments / 1 RK Flats for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Super Built-up Area,"31,000 ","1,000",1,1,0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
374,DLF The Camellias,4 BHK Flat for rent in Sector 42 Gurgaon,Sector 42 Gurgaon,Super Built-up Area,15 Lac ,"7,400",4,5,3.6,28.4558973,77.1084759,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
375,DLF The Magnolias,4 BHK Flat for rent in Sector 42 Gurgaon,Sector 42 Gurgaon,Super Built-up Area,7.75 Lac ,"6,350",4,5,4.2,28.4558973,77.1084759,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
376,DLF The Magnolias,4 BHK Flat for rent in Sector 42 Gurgaon,Sector 42 Gurgaon,Super Built-up Area,6.75 Lac ,"6,400",4,4,4.2,28.4558973,77.1084759,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
377,M3M Heights,2 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Carpet Area,"50,000 ","1,261",2,2,0,28.404235399999997,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23335/3/466703540M-1704973127670.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://mediacdn.99acres.com/media1/17489/13/349793532O-1647325169523.jpeg', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
378,Crown Thane Lodha  Quality Homes,"1 BHK Flat for rent in Majiwada, Thane","Majiwada, Thane",Carpet Area,"18,906 ",318,1,1,0,19.2130251,72.9784852,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23375/7/467507192M-1709709897043.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
379,Lodha Upper Thane,"2 BHK Flat for rent in Anjurdive, Thane","Anjurdive, Thane",Carpet Area,"17,000 ",689,2,2,3.8,19.1943294,72.9701779,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
380,Central Park Flower Valley Aqua Front Towers,"3 BHK Flat for rent in Sector-33 Sohna, Gurgaon","Sector-33 Sohna, Gurgaon",Super Built-up Area,"45,000 ","1,789",3,3,0,28.3241636,77.08486438023044,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
381,"79 Tilla,SDO chowmuhany","3 Bedroom House for rent in Nandan Nagar, Agartala","Nandan Nagar, Agartala",Plot Area,"14,000 ","1,400",3,2,0,23.8312377,91.2823821,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
382,Sadguru Complex,"2 BHK Flat for rent in Mira Road, Mira Bhayandar","Mira Road, Mira Bhayandar",Carpet Area,"23,000 ",650,2,2,4.1,19.2822802,72.8737726,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
383,Balaji Delta Central,"3 BHK Flat for rent in Kharghar, Navi Mumbai","Kharghar, Navi Mumbai",Super Built-up Area,"60,000 ","2,050",3,3,0,19.025773,73.0591845321935,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
384,Prestige Falcon City,"2 BHK Flat for rent in Kanakapura Road, Bangalore South","Kanakapura Road, Bangalore South",Super Built-up Area,"48,000 ","1,208",2,2,4.3,12.9341069,77.5752932,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
385,Gaur City 7th Avenue,3 BHK Flat for rent in Sector-4 Greater Noida West,Sector-4 Greater Noida West,Super Built-up Area,"26,000 ","1,350",3,2,0,0.5090396,34.5731341,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
386,Sanghvi S3  Ecocity,"1 BHK Flat for rent in Mira Road East, Mira Bhayandar","Mira Road East, Mira Bhayandar",Super Built-up Area,"20,000 ",710,1,2,0,19.290572,72.8634932,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
387,Central Park Flower Valley Aqua Front Towers,"4 BHK Flat for rent in Sector-33 Sohna, Gurgaon","Sector-33 Sohna, Gurgaon",Super Built-up Area,"50,000 ","2,407",4,4,0,28.3241636,77.08486438023044,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
388,Verde Residence Collection,"4 BHK Flat for rent in Kalyani Nagar, Pune","Kalyani Nagar, Pune",Super Built-up Area,2.75 Lac ,"4,250",4,5,0,18.5481382,73.9025513,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
389,ON REQUEST,"4 BHK Flat for rent in Andheri West, Mumbai","Andheri West, Mumbai",Carpet Area,1.8 Lac ,"1,800",4,4,0,19.1172495,72.833968,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
390,"Block C, Sushant Lok Phase 1, Gurgaon","1 BHK Independent Builder Floor for rent in Block C, Sushant Lok Phase 1, Gurgaon","Block C, Sushant Lok Phase 1, Gurgaon",Carpet Area,"38,000 ",700,1,1,0,28.42826235,77.00270014657752,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
391,Vatika Primrose Floors,2 BHK Independent Builder Floor for rent in Sector 83 Gurgaon,Sector 83 Gurgaon,Super Built-up Area,"25,000 ","1,300",2,2,0,28.3981087,76.9732873,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
392,Ajmera Treon,"2 BHK Flat for rent in Wadala East, Mumbai South","Wadala East, Mumbai South",Super Built-up Area,1.05 Lac ,"1,395",2,2,0,2.7497556,11.4860732,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
393,"Block Q DLF City Phase-2, Gurgaon","3 BHK Independent Builder Floor for rent in Block Q DLF City Phase-2, Gurgaon","Block Q DLF City Phase-2, Gurgaon",Carpet Area,"70,000 ","2,000",3,3,0,28.42826235,77.00270014657752,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
394,"DLF Phase 1, Gurgaon","3 BHK Independent Builder Floor for rent in DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",Carpet Area,"75,000 ","3,500",3,3,0,28.4714278,77.0939848,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
395,Ashtavinayak CHS,"2 BHK Flat for rent in Kannamwar Nagar 2, Mumbai","Kannamwar Nagar 2, Mumbai",Carpet Area,"40,000 ",510,2,2,0,19.1168383,72.9401198,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
396,VIKHROLI WEST,"1 BHK Flat for rent in LBS Marg, Mumbai","LBS Marg, Mumbai",Carpet Area,"36,000 ",550,1,1,0,19.0845663,72.8849418,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
397,Suncity Platinum Towers,"4 BHK Flat for rent in MG Road, Gurgaon","MG Road, Gurgaon",Super Built-up Area,2.75 Lac ,"4,175",4,4,0,28.4770021,77.0664591,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
398,DLF The Crest,4 BHK Flat for rent in Sector 54 Gurgaon,Sector 54 Gurgaon,Super Built-up Area,3.95 Lac ,"4,022",4,5,3.6,28.44161105,77.1118717823344,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
399,ATS Pristine,3 BHK Flat for rent in Sector 150 Noida,Sector 150 Noida,Super Built-up Area,"35,000 ","1,750",3,3,4.3,28.5577363,77.3234575,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
400,DLF The Crest,4 BHK Flat for rent in Sector 54 Gurgaon,Sector 54 Gurgaon,Super Built-up Area,3.8 Lac ,"4,022",4,5,3.6,28.44161105,77.1118717823344,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
401,"DLF Cyber City, Gurgaon","3 BHK Independent Builder Floor for rent in DLF Cyber City, Gurgaon","DLF Cyber City, Gurgaon",Built-up Area,"95,000 ","1,950",3,3,0,28.4979218,77.0886929,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
402,"Block M DLF phase 2, Gurgaon","3 BHK Independent Builder Floor for rent in Block M DLF phase 2, Gurgaon","Block M DLF phase 2, Gurgaon",Super Built-up Area,"95,000 ","1,950",3,3,0,28.42826235,77.00270014657752,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23729/8/474588716M-1708404053387.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588704M-1708404054025.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588706M-1708404053573.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588698M-1708404053876.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588688M-1708404053884.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588690M-1708404053591.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588686M-1708404053740.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588700M-1708404053335.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588692M-1708404053833.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588684M-1708404053414.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588680M-1708404053917.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588676M-1708404053593.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588696M-1708404053798.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588682M-1708404053709.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588660M-1708404053500.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588694M-1708404053663.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588738M-1708404053676.jpg', 'https://imagecdn.99acres.com/media1/23729/8/474588702M-1708404054044.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
403,AWHO Sandeep Vihar,"3 BHK Flat for rent in Ardendale, Bangalore East","Ardendale, Bangalore East",Super Built-up Area,"42,000 ","1,730",3,3,4.3,13.026135,77.76638437071601,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23877/17/477557904M-1709606546873.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
404,Rustomjee Azziano,"2 BHK Flat for rent in Majiwada, Thane","Majiwada, Thane",Carpet Area,"39,000 ",815,2,2,4.3,19.2130251,72.9784852,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
405,On request,"2 BHK Flat for rent in Sector 18 Kharghar, Navi Mumbai","Sector 18 Kharghar, Navi Mumbai",Carpet Area,"50,000 ",810,2,2,0,19.0785451,72.878176,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
