,Title,Location,Address,Area Type,Price,Total Sqft,Size,Bath,Rating,Latitude,Longitude,Availability,Images
1265,M3M Merlin,3 BHK Flat for rent in Sector 67 Gurgaon,Sector 67 Gurgaon,Super Built-up Area,"85,000 ","2,400",3,3,3.8,28.3864052,77.0598046,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1266,Pioneer Park,4 BHK Flat for rent in Sector 61 Gurgaon,Sector 61 Gurgaon,Super Built-up Area,"75,000 ","2,438",4,4,3.8,28.4110188,77.0963685,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1267,Kalpataru Paramount,"2 BHK Flat for rent in Balkum, Thane","Balkum, Thane",Carpet Area,"37,000 ",673,2,2,0,19.22169075,72.9844924192587,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1268,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","Hinjewadi, Pune",Carpet Area,"20,500 ","5,805",2,2,4.3,18.5731322,73.690766375,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1269,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","Hinjewadi, Pune",Carpet Area,"20,000 ","63,722",2,2,4.3,18.5731322,73.690766375,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1270,DLF City Plots,"3 BHK Independent Builder Floor for rent in DLF Phase 1, Gurgaon","DLF Phase 1, Gurgaon",Carpet Area,"65,000 ","3,240",3,2,0,28.4714259,77.0939371,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1271,on request,"3 BHK Flat for rent in Sector 8 Ghansoli, Navi Mumbai","Sector 8 Ghansoli, Navi Mumbai",Carpet Area,"70,000 ",900,3,3,0,19.12024585,72.99595292715398,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
1272,ON REQUEST,"3 BHK Flat for rent in Sector 8 Ghansoli, Navi Mumbai","Sector 8 Ghansoli, Navi Mumbai",Carpet Area,"70,000 ","1,250",3,3,0,19.12024585,72.99595292715398,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
1273,Assetz Marq 2,"3 BHK Flat for rent in Whitefield, Bangalore East","Whitefield, Bangalore East",Super Built-up Area,"55,000 ","1,604",3,3,0,12.9696365,77.7497448,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1274,Pyramid Urban,2 BHK Flat for rent in Sector 67A Gurgaon,Sector 67A Gurgaon,Carpet Area,"21,000 ",591,2,2,0,28.47224985,76.96540457531492,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1275,Orchid Petals,4 BHK Flat for rent in Sector 49 Gurgaon,Sector 49 Gurgaon,Built-up Area,1.1 Lac ,"3,000",4,4,4.1,28.4128851,77.0498362,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1276,Sector 38 RWA,4 BHK Independent Builder Floor for rent in Sector 38 Gurgaon,Sector 38 Gurgaon,Built-up Area,"50,000 ","2,100",4,4,0,28.4351423,77.0403538,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://imagecdn.99acres.com/media1/23521/15/470435896M-1706680044521.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435902M-1706680044577.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435898M-1706680044093.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435326M-1706680044972.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435418M-1706680044756.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435890M-1706680383966.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435888M-1706680044628.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435324M-1706680044525.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435420M-1706680044506.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435892M-1706680044435.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435894M-1706680044688.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435884M-1706680044357.jpg', 'https://imagecdn.99acres.com/media1/23521/15/470435430M-1706680044601.jpg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1277,Pan Oasis,3 BHK Flat for rent in Sector 70 Noida,Sector 70 Noida,Super Built-up Area,"37,000 ","1,839",3,3,3.9,28.5976614,77.38426068331702,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://imagecdn.99acres.com/media1/23414/5/468285628M-1705675010882.jpg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1278,DLF The Camellias,4 BHK Flat for rent in Sector 42 Gurgaon,Sector 42 Gurgaon,Super Built-up Area,9.5 Lac ,"7,400",4,8,3.6,28.4558973,77.1084759,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1279,DDA Flats Sector B Pocket 11,"3 BHK Flat for rent in Vasant Kunj, South Delhi","Vasant Kunj, South Delhi",Carpet Area,"70,000 ","2,000",3,2,0,28.51319,77.16137308119117,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1280,County 107,4 BHK Flat for rent in Sector 107 Noida,Sector 107 Noida,Super Built-up Area,2 Lac ,"4,482",4,4,0,28.545932,77.37656096549142,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1281,"Block-A, DLF City Phase 1, Gurgaon","5 BHK Independent Builder Floor for rent in Block-A, DLF City Phase 1, Gurgaon","Block-A, DLF City Phase 1, Gurgaon",Carpet Area,2.5 Lac ,"3,000",5,5,0,28.42826235,77.00270014657752,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1282,Gaur Yamuna City,"2 BHK Flat for rent in Yamuna Expressway, Greater Noida","Yamuna Expressway, Greater Noida",Super Built-up Area,"15,000 ","1,270",2,2,3.8,28.4095758,77.5190728,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1283,Emaar MGF Palm Studios,2 BHK Flat for rent in Sector 66 Gurgaon,Sector 66 Gurgaon,Super Built-up Area,"60,000 ","1,200",2,2,0,28.3974292,77.0538823,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1284,DLF Regency Park 2,"3 BHK Flat for rent in DLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",Super Built-up Area,"60,000 ","1,777",3,3,4.0,28.503444950000002,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1285,HDIL Premier Exotica,"3 BHK Flat for rent in Vidyavihar West, Mumbai","Vidyavihar West, Mumbai",Carpet Area,"90,000 ","1,081",3,3,0,19.08009375,72.89629523453397,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1286,on request,"2 BHK Flat for rent in Sector 9 Ghansoli, Navi Mumbai","Sector 9 Ghansoli, Navi Mumbai",Carpet Area,"55,000 ",700,2,2,0,19.1167067,72.99831451207405,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1287,Safal Parishkaar 2,"3 BHK Flat for rent in Maninagar East, Ahmedabad East","Maninagar East, Ahmedabad East",Carpet Area,"25,000 ","1,500",3,3,0,22.9986596,72.6114013,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1288,DLF Phase 2,"Studio Apartments / 1 RK Flats for rent in DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Super Built-up Area,"26,000 ",600,1,1,0,28.483901,77.0846097,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1289,Ambience Caitriona,"5 BHK Flat for rent in DLF Phase 3, Gurgaon","DLF Phase 3, Gurgaon",Super Built-up Area,3.35 Lac ,"8,000",5,5,0,28.503444950000002,77.09520476323657,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1290,Emaar MGF Emerald Floors Premier,3 BHK Flat for rent in Sector 65 Gurgaon,Sector 65 Gurgaon,Carpet Area,"64,000 ","1,650",3,4,3.8,28.404235399999997,77.06925773240255,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1291,Godrej Rejuve,"2 BHK Flat for rent in Keshav Nagar, Pune","Keshav Nagar, Pune",Carpet Area,"27,000 ",704,2,2,0,18.5322658,73.9383844,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1292,DLF The Primus,3 BHK Flat for rent in Sector 82A Gurgaon,Sector 82A Gurgaon,Super Built-up Area,"55,000 ","2,086",3,4,3.9,28.3858766,76.9639317,Ready To Move,"['https://static.99acres.com/universalapp/img/GreenVerified.png', 'https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1293,Emaar Digihomes,2 BHK Flat for rent in Sector 62 Gurgaon,Sector 62 Gurgaon,Super Built-up Area,"65,000 ","1,508",2,2,0,28.407697,77.0823781,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1294,"Kasturba Gandhi Marg, Central Delhi","3 BHK Independent Builder Floor for rent in Kasturba Gandhi Marg, Central Delhi","Kasturba Gandhi Marg, Central Delhi",Carpet Area,2.5 Lac ,"3,000",3,4,0,28.6273928,77.1716954,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1295,Radhe Floors,"3 BHK Independent Builder Floor for rent in Greenfield Colony, Faridabad","Greenfield Colony, Faridabad",Super Built-up Area,"26,000 ","1,800",3,3,0,28.46355545,77.29381059519602,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
1296,The Golden Palm,1 BHK Flat for rent in Sector 168 Noida,Sector 168 Noida,Carpet Area,"25,000 ",400,1,1,4.0,28.4950417,77.409942,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBg.svg', 'https://static.99acres.com/universalapp/img/StarNew.png', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1297,Eternia by Oberoi Realty,"3 BHK Flat for rent in Mulund West, Mumbai","Mulund West, Mumbai",Carpet Area,"75,000 ","1,049",3,3,0,19.1719717,72.9511956,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
1298,Runwal Bliss,"2 BHK Flat for rent in Kanjurmarg East, Mumbai","Kanjurmarg East, Mumbai",Carpet Area,"48,000 ",692,2,2,0,19.1378308,72.9361964,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png', 'https://static.99acres.com/universalapp/img/projectnoimage.webp', 'https://static.99acres.com/universalapp/img/FDbadge.png']"
1299,"Sector 79, Mohali",3 BHK Independent Builder Floor for rent in Sector 79 Mohali,Sector 79 Mohali,Carpet Area,"28,000 ","2,700",3,3,0,30.6645736,76.7286388,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/star_fomo.svg', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
1300,La Lagune,4 BHK Flat for rent in Sector 54 Gurgaon,Sector 54 Gurgaon,Super Built-up Area,1.6 Lac ,"3,160",4,6,0,28.44161105,77.1118717823344,Ready To Move,"['https://static.99acres.com/universalapp/img/Shortlist.png', 'https://static.99acres.com/universalapp/img/noImageBgPremium.svg', 'https://static.99acres.com/universalapp/img/downArrowNew.png']"
